name;hq;street;house_number;bus_number;postal_code;place;province;phone;fax;email;url;director_last_name;director_first_name
Gemeentelijke Academie voor Muziek en Woord Oud-Heverlee;True;Armand Verheydenstraat;19;;3053;Oud-Heverlee;Vlaams-Brabant;016 40 16 17;016 40 16 17;directie@academiedevonk.be;www.academiedevonk.be;JONNIAUX;Johan
Gemeentelijke Academie voor Muziek en Woord Oud-Heverlee;False;Dorpsstraat;85;;3050;Oud-Heverlee;Vlaams-Brabant;;; ; ;JONNIAUX;Johan
Gemeentelijke Academie voor Muziek en Woord Oud-Heverlee;False;Beekstraat;13;;3051;Oud-Heverlee;Vlaams-Brabant;;;;;JONNIAUX;Johan
Gemeentelijke Academie voor Muziek en Woord Oud-Heverlee;False;Armand Verheydenstraat;;;3053;Oud-Heverlee;Vlaams-Brabant;;; ; ;JONNIAUX;Johan
GO! Academie voor Podiumkunsten Overijse;True;P.I. Taymansstraat;10;;3090;Overijse;Vlaams-Brabant;02 687 68 05;;info@apko.be;www.apko.be;VAN HULLE;Bernd
GO! Academie voor Podiumkunsten Overijse;False;Hippolyte Boulengerlaan;7;;3080;Tervuren;Vlaams-Brabant;;; ; ;VAN HULLE;Bernd
GO! Academie voor Podiumkunsten Overijse;False;Overijsesteenweg;16;;1560;Hoeilaart;Vlaams-Brabant;;; ; ;VAN HULLE;Bernd
GO! Academie voor Podiumkunsten Overijse;False;Fr. Verbeekstraat;;;3090;Overijse;Vlaams-Brabant;;; ; ;VAN HULLE;Bernd
Hagelandse Academie voor Muziek en Woord;True;Grauwzustersstraat;10;;3290;Diest;Vlaams-Brabant;013 32 69 29;013 32 75 13;info@hamw.be;www.hamw.be;Dries;Koen
Hagelandse Academie voor Muziek en Woord;False;August Nihoulstraat;76;B;3270;Scherpenheuvel-Zichem;Vlaams-Brabant;;; ; ;Dries;Koen
Hagelandse Academie voor Muziek en Woord;False;Nieuwland;3;;3200;Aarschot;Vlaams-Brabant;;; ; ;Dries;Koen
Hagelandse Academie voor Muziek en Woord;False;Schoolstraat;44;;3110;Rotselaar;Vlaams-Brabant;;; ; ;Dries;Koen
Kunstacademie Regio Tienen;True;Grote Markt;3;;3300;Tienen;Vlaams-Brabant;016 80 56 88;016 82 14 89;muziekacademie@tienen.be;www.tienen.be/art;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Neerlintersesteenweg;22;;3300;Tienen;Vlaams-Brabant;;;;;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Leuvensesteenweg;187;;3390;Tielt-Winge;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Dorpsplein;33;;3470;Kortenaken;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Stoopkensstraat;82;;3320;Hoegaarden;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Kerkomsesteenweg;45;;3370;Boutersem;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Kapucijnenstraat;57;;3300;Tienen;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Dorpsstraat;2;;3210;Lubbeek;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Martelarenplaats;1;;3210;Lubbeek;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Kerkplein;2;;3212;Lubbeek;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Kunstacademie Regio Tienen;False;Dries;26;;3380;Glabbeek;Vlaams-Brabant;;; ; ;FOULON Jo;MINEUR Kilian
Stedelijk Conservatorium voor Muziek, Woord en Dans;True;Kunstlaan;12;;3500;Hasselt;Limburg;011 22 85 75;011 26 14 95;conservatorium@hasselt.be;www.kunstencampushasselt.be;Lambrecht;Sara
Stedelijk Conservatorium voor Muziek, Woord en Dans;False;Kleine Hemmenweg;4;A;3520;Zonhoven;Limburg;;; ; ;Lambrecht;Sara
Stedelijk Conservatorium voor Muziek, Woord en Dans;False;Kerkplein;1;;3520;Zonhoven;Limburg;;; ; ;Lambrecht;Sara
Stedelijk Conservatorium voor Muziek, Woord en Dans;False;Grotstraat;5;;3570;Alken;Limburg;;; ; ;Lambrecht;Sara
Academie voor Muziek, Woord en Dans;True;Harpstraat;14;;3582;Beringen;Limburg;011 42 42 77;011 45 28 17;secretariaat@academieberingen.be;www.academieberingen.be;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Bivakstraat;6;;3581;Beringen;Limburg;;; ; ;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Tessenderlosesteenweg;18;;3583;Beringen;Limburg;;;;;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Schomstraat;6;;3550;Heusden-Zolder;Limburg;;;;;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Beekbeemdenhof;1;;3550;Heusden-Zolder;Limburg;;; ; ;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Pastorijstraat;30;;3530;Houthalen-Helchteren;Limburg;;; ; ;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Kerkstraat;12;A;3560;Lummen;Limburg;;; ; ;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Kastanjedreef;1;;3970;Leopoldsburg;Limburg;;; ; ;MINTEN;Bert
Academie voor Muziek, Woord en Dans;False;Jeugdpad;9;;3582;Beringen;Limburg;;; ; ;MINTEN;Bert
GA voor Kunst/ Muziek, Woord & Dans;True;Stadsplein;1;;3600;Genk;Limburg;089 30 96 11;089 35 64 55;info@gavoorkunst.be;www.gavoorkunst.be;NOTEN;PETER
GA voor Kunst/ Muziek, Woord & Dans;False;Halmstraat;6;;3600;Genk;Limburg;;; ; ;NOTEN;PETER
GA voor Kunst/ Muziek, Woord & Dans;False;Kloosterstraat;34;;3590;Diepenbeek;Limburg;;; ; ;NOTEN;PETER
GA voor Kunst/ Muziek, Woord & Dans;False;Gildenstraat;10;;3660;Oudsbergen;Limburg;;; ; ;NOTEN;PETER
GA voor Kunst/ Muziek, Woord & Dans;False;Zonhoverweg;67;;3600;Genk;Limburg;;; ; ;NOTEN;PETER
Gemeentelijke Academie voor Muziek en Woord;True;Biesweg;20;;3620;Lanaken;Limburg;089 71 22 10;089 73 29 74;academie@lanaken.be;www.kunstkoepel.be;SLANGEN;Wim
Gemeentelijke Academie voor Muziek en Woord;False;Kloosterstraat;9;;3740;Bilzen;Limburg;;; ; ;SLANGEN;Wim
Gemeentelijke Academie voor Muziek en Woord;False;Schoolstraat;6;;3690;Zutendaal;Limburg;;; ; ;SLANGEN;Wim
Gemeentelijke Academie voor Muziek en Woord;False;Sint Pieter;2;;3621;Lanaken;Limburg;;; ; ;SLANGEN;Wim
Gemeentelijke Academie voor Muziek en Woord;False;Appelboomgaardstraat;7;9;3740;Bilzen;Limburg;;; ; ;SLANGEN;Wim
Gemeentelijke Academie voor Muziek, Woord en dans;True;Zetellaan;50;;3630;Maasmechelen;Limburg;089 76 97 77;089 76 97 79;secretariaat@academiemaasmechelen.be;www.academiemaasmechelen.be;PRILS;Marc
Gemeentelijke Academie voor Muziek, Woord en dans;False;Parklaan;3;;3630;Maasmechelen;Limburg;;; ; ;PRILS;Marc
Gemeentelijke Academie voor Muziek, Woord en dans;False;Rijksweg;357;;3630;Maasmechelen;Limburg;;; ; ;PRILS;Marc
Stedelijke Kunstacademie;True;Schuttersstraat;7;;3650;Dilsen-Stokkem;Limburg;089 75 57 56;089 75 36 24;marc.vanhengel@gmail.com;www.academiedilsenstokkem.net;VANHENGEL;Marc
Stedelijke Kunstacademie;False;Koning Boudewijnplein;4;;3650;Dilsen-Stokkem;Limburg;;; ; ;VANHENGEL;Marc
Stedelijke Kunstacademie;False;Schoolstraat;1;;3668;As;Limburg;;; ; ;VANHENGEL;Marc
Stedelijke Kunstacademie;False;Kerkstraat;6;;3665;As;Limburg;;; ; ;VANHENGEL;Marc
Stedelijke Academie voor Kunsten Maaseik;True;Boomgaardstraat;10;;3680;Maaseik;Limburg;089 56 08 60;;anita.frantzen@maaseik.be;www.academiemaaseik.be;VANDECAETSBEEK;John
Stedelijke Academie voor Kunsten Maaseik;False;Scholtisplein;1;;3680;Maaseik;Limburg;;; ; ;VANDECAETSBEEK;John
Stedelijke Academie voor Kunsten Maaseik;False;Schoolstraat;20;;3680;Maaseik;Limburg;;; ; ;VANDECAETSBEEK;John
Stedelijke Academie voor Kunsten Maaseik;False;Nelisveld;5;2;3640;Kinrooi;Limburg;;; ; ;VANDECAETSBEEK;John
Stedelijke Academie voor Kunsten Maaseik;False;Kloosterstraat;13;;3960;Bree;Limburg;;; ; ;VANDECAETSBEEK;John
Academie Tongeren Muziek en Woord;True;Sacramentstraat;70;;3700;Tongeren;Limburg;012 23 70 38;012 24 12 30;kelly@pentagoon.be;www.pentagoon.be;NIHOUL;Jan
Academie Tongeren Muziek en Woord;False;Europalaan;2;;3730;Hoeselt;Limburg;;; ; ;NIHOUL;Jan
Academie Tongeren Muziek en Woord;False;Nieuwland;11;B;3840;Borgloon;Limburg;;; ; ;NIHOUL;Jan
Kunstacademie Voeren-Riemst;True;Kloosterstraat;19;;3798;Voeren;Limburg;04 381 11 19;04 381 22 59;info@academievoerenriemst.be;www.academievoerenriemst.be;ONCLIN;Conrad
Kunstacademie Voeren-Riemst;False;Kerkstraat;35;;3770;Riemst;Limburg;;; ; ;ONCLIN;Conrad
Kunstacademie Voeren-Riemst;False;Kerkstraat;28;;3770;Riemst;Limburg;;; ; ;ONCLIN;Conrad
Academie Haspengouw Podium;False;Sportlaan;4;A;3545;Halen;Limburg;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Dorpsstraat;7;B;3450;Geetbets;Vlaams-Brabant;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Hannuitstraat;8;;3890;Gingelom;Limburg;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Nieuwe Steenweg;141;;3870;Heers;Limburg;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Opcosenstraat;7;;3850;Nieuwerkerken;Limburg;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Prins Leopoldplaats;3;;3440;Zoutleeuw;Vlaams-Brabant;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;False;Hannuitsesteenweg;80;;3400;Landen;Vlaams-Brabant;;; ; ;Lavrysen;Geert
Academie Haspengouw Podium;True;Gazometerstraat;5;;3800;Sint-Truiden;Limburg;;;info@AHpodium.be;www.academiehaspengouw.be;Lavrysen;Geert
Academie Haspengouw Podium;False;Dokter Vanweddingenlaan;10;;3540;Herk-de-Stad;Limburg;;; ; ;Lavrysen;Geert
Noord-Limburgse Academie voor Muziek,Woord,Dans;True;Toekomstlaan;9;;3910;Pelt;Limburg;011 80 87 10;;info@kanl.be;www.kanl.be;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Groenstraat;8;;3941;Hechtel-Eksel;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Jeugdlaan;2;A;3900;Pelt;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Michielsplein;3;;3930;Hamont-Achel;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Albertus Morrenstraat;6;;3990;Peer;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Nevenplein;1;;3950;Bocholt;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Kloosterstraat;5;;3670;Oudsbergen;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Phil Bosmansplein;1;;3670;Oudsbergen;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Jan Davidlaan;9;;3920;Lommel;Limburg;;; ; ;CELIS;Diederik
Noord-Limburgse Academie voor Muziek,Woord,Dans;False;Overpelterbaan;14;;3941;Hechtel-Eksel;Limburg;;; ; ;CELIS;Diederik
Academie voor Muziek en Woord;True;Stationsstraat;40;;3980;Tessenderlo;Limburg;013 66 67 59;013 67 46 38;academie@tessenderlo.be;www.tessenderlo.be;LEEMANS;Pieter
Academie voor Muziek en Woord;False;Dorpsstraat;19;;3945;Ham;Limburg;;; ; ;LEEMANS;Pieter
Stedelijk Conservatorium;False;Astridlaan;86;;8310;Brugge;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Diksmuidse Heerweg;159;;8200;Brugge;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Fortuinstraat;29;;8310;Brugge;West-Vlaanderen;;;;;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Rijselstraat;71;;8200;Brugge;West-Vlaanderen;;;;;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Achiel Van Ackerplein;1;;8000;Brugge;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Schooldreef;6;;8020;Oostkamp;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;True;Hugo Losschaertstraat;5;A;8000;Brugge;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Kapellestraat;16;;8490;Jabbeke;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Westernieuwweg;5;;8490;Jabbeke;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
Stedelijk Conservatorium;False;Patersonstraat;98;;8020;Oostkamp;West-Vlaanderen;;; ; ;VANCRAEYNEST;Michael
MAAK - Open Huis voor Kunsten;True;Van Steenestraat;9;;8300;Knokke-Heist;West-Vlaanderen;050 63 08 50;;maak@knokke-heist.be;maak.knokke-heist.be;De Roeck;Filip
MAAK - Open Huis voor Kunsten;False;Stadhuisstraat;6;;8300;Knokke-Heist;West-Vlaanderen;;; ; ;De Roeck;Filip
Stedelijke Academie voor Muziek en Woord;True;de Smet de Naeyerlaan;141;145;8370;Blankenberge;West-Vlaanderen;050 41 33 27;050 42 44 57;muziekacademie@blankenberge.be;https://www.blankenberge.be/academie;LEDAINE;Peter
Stedelijke Academie voor Muziek en Woord;False;Leopoldlaan;24;;8420;De Haan;West-Vlaanderen;;; ; ;LEDAINE;Peter
Conservatorium aan Zee;True;Romestraat;36;;8400;Oostende;West-Vlaanderen;059 70 70 08;;conservatorium@soo.be;www.conservatoriumaanzee.be;OOMS;Dirk
Conservatorium aan Zee;False;Hoogstraat;1;;8470;Gistel;West-Vlaanderen;;;;;OOMS;Dirk
Conservatorium aan Zee;False;Hoogstraat;17;;8460;Oudenburg;West-Vlaanderen;;; ; ;OOMS;Dirk
Stedelijk Conservatorium;True;Conservatoriumplein;3;;8500;Kortrijk;West-Vlaanderen;056 27 78 80;;conservatorium@kortrijk.be;www.kortrijk.be/conservatorium;DESIMPELAERE;Eric
Stedelijk Conservatorium;False;Moeskroensesteenweg;69;;8511;Kortrijk;West-Vlaanderen;;; ; ;DESIMPELAERE;Eric
Stedelijk Conservatorium;False;Schoolstraat;2;;8501;Kortrijk;West-Vlaanderen;;;;;DESIMPELAERE;Eric
Stedelijk Conservatorium;False;Poststraat;20;;8560;Wevelgem;West-Vlaanderen;;;;;DESIMPELAERE;Eric
Stedelijk Conservatorium;False;Kasteelstraat;5;;8580;Avelgem;West-Vlaanderen;;;;;DESIMPELAERE;Eric
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";True;Toekomststraat;29;;8530;Harelbeke;West-Vlaanderen;056 71 48 10;056 73 35 69;samwd@harelbeke.be;www.harelbeke.be/samwd;KERKHOVE;Inge
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";False;Bavikhovedorp;16;;8531;Harelbeke;West-Vlaanderen;;;;;KERKHOVE;Inge
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";False;Tieltsestraat;31;;8531;Harelbeke;West-Vlaanderen;;;;;KERKHOVE;Inge
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";False;Generaal Deprezstraat;91;;8530;Harelbeke;West-Vlaanderen;;; ; ;KERKHOVE;Inge
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";False;Sint-Amandusstraat;16;;8540;Deerlijk;West-Vlaanderen;;; ; ;KERKHOVE;Inge
"Stedelijke Academie voor Muziek, Woord en Dans ""Peter Benoit""";False;Pladijsstraat;276;;8540;Deerlijk;West-Vlaanderen;;; ; ;KERKHOVE;Inge
Kunstenacademie Diksmuide Clemens non Papa;True;Koning Albertstraat;24;;8600;Diksmuide;West-Vlaanderen;051 79 34 30;;kadens@diksmuide.be;www.kadens.be;VERMEIRSCH;Bart
Kunstenacademie Diksmuide Clemens non Papa;False;Mgr. Schottestraat;1;;8650;Houthulst;West-Vlaanderen;;; ; ;VERMEIRSCH;Bart
Kunstenacademie Diksmuide Clemens non Papa;False;Keiemdorpstraat;51;;8600;Diksmuide;West-Vlaanderen;;; ; ;VERMEIRSCH;Bart
Kunstenacademie Diksmuide Clemens non Papa;False;Paardedreef;6;;8650;Houthulst;West-Vlaanderen;;; ; ;VERMEIRSCH;Bart
Stedelijke Academie voor Podiumkunsten Westhoek;True;Noordstraat;18;;8630;Veurne;West-Vlaanderen;058 33 05 71;058 33 05 99;pieter.tieghem@veurne.be;www.stapwest.be;TIEGHEM;Pieter
Stedelijke Academie voor Podiumkunsten Westhoek;False;Helvetiastraat;47;;8670;Koksijde;West-Vlaanderen;;; ; ;TIEGHEM;Pieter
Stedelijke Academie voor Podiumkunsten Westhoek;False;Hoogstraat;2;;8620;Nieuwpoort;West-Vlaanderen;;; ; ;TIEGHEM;Pieter
Stedelijke Academie voor Muziek en Woord;True;Lakenmarkt;4;;8700;Tielt;West-Vlaanderen;051 40 23 18;051 40 51 89;samw@tielt.be;www.academietielt.be;SNAUWAERT;Bart
Stedelijke Academie voor Muziek en Woord;False;Karel van Manderstraat;26;;8760;Meulebeke;West-Vlaanderen;;; ; ;SNAUWAERT;Bart
Stedelijke Academie voor Muziek en Woord;False;Fonteinestraat;22;;8740;Pittem;West-Vlaanderen;;; ; ;SNAUWAERT;Bart
Stedelijke Academie voor Muziek en Woord;False;Nieuwstraat;16;;8750;Wingene;West-Vlaanderen;;; ; ;SNAUWAERT;Bart
Stedelijke Academie voor Muziek en Woord;False;Regenboogstraat;50;;8750;Wingene;West-Vlaanderen;;; ; ;SNAUWAERT;Bart
Stedelijke Academie voor Muziek en Woord;False;Krommewalstraat;;z/n;8700;Tielt;West-Vlaanderen;;; ; ;SNAUWAERT;Bart
Stedelijke Kunstacademie;True;Olmstraat;25;29;8790;Waregem;West-Vlaanderen;056 60 09 18;056 60 09 87;kerlijne.chanterie@academiewaregem.be;WWW.academiewaregem.be;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Remi Vanmeerhaeghestraat;61;;8790;Waregem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Pompoenstraat;44;;8792;Waregem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Koekoekstraat;26;;8793;Waregem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Koning Albertstraat;41;;8791;Waregem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Landergemstraat;1;B2;8570;Anzegem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Beukenhofstraat;38;;8570;Anzegem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Markegemstraat;49;;8720;Dentergem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Markt;32;;8790;Waregem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Molenstraat;69;;8710;Wielsbeke;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Kunstacademie;False;Ingooigemplaats;58;;8570;Anzegem;West-Vlaanderen;;; ; ;CHANTERIE;Kerlijne
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;True;Meenseheirweg;20;;8800;Roeselare;West-Vlaanderen;051 22 97 07;051 22 85 37;info@staproeselare.be;www.staproeselare.be;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Sint-Jorisplein;1;;8680;Koekelare;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Torhoutstraat;36;;8610;Kortemark;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Sint-Eloois-Winkelstraat;84;A;8880;Ledegem;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Beverenstraat;18;;8810;Lichtervelde;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Roeselaarsestraat;60;;8890;Moorslede;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Hogestraat;25;;8830;Hooglede;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Nieuwplaats;1;;8830;Hooglede;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Plaats;28;;8890;Moorslede;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Blinde-Rodenbachstraat;23;;8800;Roeselare;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Izegemseaardeweg;30;;8800;Roeselare;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Stedelijke Academie voor Podiumkunsten Adriaan Willaert;False;Ooststraat;4;;8840;Staden;West-Vlaanderen;;; ; ;LIEVENS;Dirk
Art'Iz, Kunstacademie regio Izegem;True;Kruisstraat;13;;8870;Izegem;West-Vlaanderen;051 30 34 35;;artiz@izegem.be;www.artiz-izegem.be;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;Hogestraat;66;;8870;Izegem;West-Vlaanderen;;;;;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;Kaaistraat;80;;8850;Ardooie;West-Vlaanderen;;; ; ;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;Schoolstraat;4;A;8770;Ingelmunster;West-Vlaanderen;;; ; ;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;A. Dassonvillelaan;3;;8860;Lendelede;West-Vlaanderen;;; ; ;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;Markt;;;8780;Oostrozebeke;West-Vlaanderen;;;;;BELAEN;Wim
Art'Iz, Kunstacademie regio Izegem;False;Rollegemkapelsestraat;16;;8880;Ledegem;West-Vlaanderen;;; ; ;BELAEN;Wim
dé Academie, afdeling muziek woord;True;Weverijstraat;35;;8900;Ieper;West-Vlaanderen;057 20 22 84;057 20 31 50;academie.muziekwoord@ieper.be;www.academie-ieper.be;LOGGHE;Nico
dé Academie, afdeling muziek woord;False;Boezingestraat;2;A;8904;Ieper;West-Vlaanderen;;; ; ;LOGGHE;Nico
dé Academie, afdeling muziek woord;False;Poelkapellestraat;36;;8920;Langemark-Poelkapelle;West-Vlaanderen;;;;;LOGGHE;Nico
dé Academie, afdeling muziek woord;False;Capucienenstraat;102;;8900;Ieper;West-Vlaanderen;;;;;LOGGHE;Nico
dé Academie, afdeling muziek woord;False;4e Regiment Karabiniersstraat;9;;8980;Zonnebeke;West-Vlaanderen;;; ; ;LOGGHE;Nico
dé Academie, afdeling muziek woord;False;Langemarkstraat;34;;8980;Zonnebeke;West-Vlaanderen;;; ; ;LOGGHE;Nico
Academie voor Muziek en Woord - stad Menen;True;Yv. Serruysstraat;42;;8930;Menen;West-Vlaanderen;056 51 30 34;056 51 53 98;muziek.woord@menen.be;www.academiemenen.be;VERSTRAETE;Hannes
Academie voor Muziek en Woord - stad Menen;False;Hospitaalstraat;14;;8930;Menen;West-Vlaanderen;;;;;VERSTRAETE;Hannes
Academie voor Muziek en Woord - stad Menen;False;Hellestraat;15;;8940;Wervik;West-Vlaanderen;;; ; ;VERSTRAETE;Hannes
Academie voor Muziek en Woord - stad Menen;False;Beselarestraat;33;;8940;Wervik;West-Vlaanderen;;;;;VERSTRAETE;Hannes
Academie voor Muziek en Woord - stad Menen;False;Sint-Janstraat;18;;8560;Wevelgem;West-Vlaanderen;;; ; ;VERSTRAETE;Hannes
Academie voor Muziek en Woord - stad Menen;False;Cultuurpad;4;;8560;Wevelgem;West-Vlaanderen;;; ; ;VERSTRAETE;Hannes
Stedelijke Academie voor Muziek en Woord;True;Oostlaan;11;A;8970;Poperinge;West-Vlaanderen;057 33 39 51;057 33 93 43;kunstacademie@poperinge.be;kunstacademiepoperinge.be;CHIELENS;Wim
Stedelijke Academie voor Muziek en Woord;False;Ieperstraat;10;D;8647;Lo-Reninge;West-Vlaanderen;;; ; ;CHIELENS;Wim
GO] Kunstacademie Gent - De Poel;True;Poel;17;;9000;Gent;Oost-Vlaanderen;09 225 04 79;09 233 54 03;paul.voet@muziek-academie.be;www.scholengroep.gent;VOET;Paul
GO] Kunstacademie Gent - De Poel;False;Groenewandeling;80;;9031;Gent;Oost-Vlaanderen;;;;;VOET;Paul
GO] Kunstacademie Gent - De Poel;False;Hofbilkstraat;21;;9940;Evergem;Oost-Vlaanderen;;; ; ;VOET;Paul
GO] Kunstacademie Gent - De Poel;False;Akkerken;2;;9940;Evergem;Oost-Vlaanderen;;; ; ;VOET;Paul
GO] Kunstacademie Gent - De Poel;False;Goedlevenstraat;78;;9041;Gent;Oost-Vlaanderen;;; ; ;VOET;Paul
Academie de Kunstbrug Gent;True;Braemkasteelstraat;26;;9050;Gent;Oost-Vlaanderen;09 230 21 21;09 230 95 53;ac.dekunstbrug@gent.be; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Coupure;52;;9000;Gent;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Trekweg;1;;9030;Gent;Oost-Vlaanderen;;;;;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Brusselsesteenweg;397;;9090;Melle;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Wautersdreef;25;;9090;Melle;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Ottogracht;4;;9000;Gent;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Kerkham;3;D/;9070;Destelbergen;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Watertorenstraat;5;;9050;Gent;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
Academie de Kunstbrug Gent;False;Cataloniëstraat;1;;9000;Gent;Oost-Vlaanderen;;; ; ;DE WEERT;Michael
